date,state,cases,predict,lower,upper
2020-03-16,South Dakota,10.0,,,
2020-03-16,Tennessee,52.0,,,
2020-03-16,Texas,87.0,,,
2020-03-16,Utah,40.0,,,
2020-03-16,Vermont,12.0,,,
2020-03-16,Virgin Islands,2.0,,,
2020-03-16,Virginia,51.0,,,
2020-03-16,Washington,794.0,,,
2020-03-16,Wisconsin,47.0,,,
2020-03-16,Wyoming,10.0,,,
2020-03-17,Alabama,39.0,,,
2020-03-17,Alaska,6.0,,,
2020-03-17,Arizona,20.0,,,
2020-03-17,Arkansas,22.0,,,
2020-03-17,California,732.0,,,
2020-03-17,Colorado,183.0,,,
2020-03-17,Connecticut,68.0,,,
2020-03-17,Delaware,16.0,,,
2020-03-17,District of Columbia,31.0,,,
2020-03-17,Florida,210.0,,,
2020-03-17,Georgia,142.0,,,
2020-03-17,Guam,3.0,,,
2020-03-17,Hawaii,14.0,,,
2020-03-17,Idaho,9.0,,,
2020-03-17,Illinois,159.0,,,
2020-03-17,Indiana,30.0,,,
2020-03-17,Iowa,29.0,,,
2020-03-17,Kansas,17.0,,,
2020-03-17,Kentucky,26.0,,,
2020-03-17,Louisiana,196.0,,,
2020-03-17,Maine,32.0,,,
2020-03-17,Maryland,57.0,,,
2020-03-17,Massachusetts,218.0,,,
2020-03-17,Michigan,65.0,,,
2020-03-17,Minnesota,60.0,,,
2020-03-17,Mississippi,21.0,,,
2020-03-17,Missouri,16.0,,,
2020-03-17,Montana,8.0,,,
2020-03-17,Nebraska,36.0,,,
2020-03-17,Nevada,55.0,,,
2020-03-17,New Hampshire,26.0,,,
2020-03-17,New Jersey,268.0,,,
2020-03-17,New Mexico,23.0,,,
2020-03-17,New York,1374.0,,,
2020-03-17,North Carolina,42.0,,,
2020-03-17,North Dakota,5.0,,,
2020-03-17,Ohio,67.0,,,
2020-03-17,Oklahoma,18.0,,,
2020-03-17,Oregon,66.0,,,
2020-03-17,Pennsylvania,101.0,,,
2020-03-17,Puerto Rico,5.0,,,
2020-03-17,Rhode Island,23.0,,,
2020-03-17,South Carolina,47.0,,,
2020-03-17,South Dakota,11.0,,,
2020-03-17,Tennessee,73.0,,,
2020-03-17,Texas,106.0,,,
2020-03-17,Utah,51.0,,,
2020-03-17,Vermont,14.0,,,
2020-03-17,Virgin Islands,2.0,,,
2020-03-17,Virginia,67.0,,,
2020-03-17,Washington,908.0,,,
2020-03-17,West Virginia,1.0,,,
2020-03-17,Wisconsin,72.0,,,
2020-03-17,Wyoming,15.0,,,
2020-03-18,Alabama,51.0,,,
2020-03-18,Alaska,9.0,,,
2020-03-18,Arizona,28.0,,,
2020-03-18,Arkansas,33.0,,,
2020-03-18,California,893.0,,,
2020-03-18,Colorado,216.0,,,
2020-03-18,Connecticut,96.0,,,
2020-03-18,Delaware,26.0,,,
2020-03-18,District of Columbia,36.0,,,
2020-03-18,Florida,326.0,,,
2020-03-18,Georgia,193.0,,,
2020-03-18,Guam,8.0,,,
2020-03-18,Hawaii,16.0,,,
2020-03-18,Idaho,11.0,,,
2020-03-18,Illinois,286.0,,,
2020-03-18,Indiana,39.0,,,
2020-03-18,Iowa,38.0,,,
2020-03-18,Kansas,22.0,,,
2020-03-18,Kentucky,35.0,,,
2020-03-18,Louisiana,280.0,,,
2020-03-18,Maine,43.0,,,
2020-03-18,Maryland,85.0,,,
2020-03-18,Massachusetts,256.0,,,
2020-03-18,Michigan,80.0,,,
2020-03-18,Minnesota,77.0,,,
2020-03-18,Mississippi,34.0,,,
2020-03-18,Missouri,21.0,,,
2020-03-18,Montana,12.0,,,
2020-03-18,Nebraska,43.0,,,
2020-03-18,Nevada,82.0,,,
2020-03-18,New Hampshire,39.0,,,
2020-03-18,New Jersey,427.0,,,
2020-03-18,New Mexico,28.0,,,
2020-03-18,New York,2382.0,,,
2020-03-18,North Carolina,66.0,,,
2020-03-18,North Dakota,7.0,,,
2020-03-18,Ohio,90.0,,,
2020-03-18,Oklahoma,29.0,,,
2020-03-18,Oregon,74.0,,,
2020-03-18,Pennsylvania,139.0,,,
2020-03-18,Puerto Rico,5.0,,,
2020-03-18,Rhode Island,33.0,,,
2020-03-18,South Carolina,60.0,,,
2020-03-18,South Dakota,11.0,,,
2020-03-18,Tennessee,98.0,,,
2020-03-18,Texas,166.0,,,
2020-03-18,Utah,65.0,,,
2020-03-18,Vermont,19.0,,,
2020-03-18,Virgin Islands,3.0,,,
2020-03-18,Virginia,78.0,,,
2020-03-18,Washington,1026.0,,,
2020-03-18,West Virginia,2.0,,,
2020-03-18,Wisconsin,106.0,,,
2020-03-18,Wyoming,17.0,,,
2020-03-19,Alabama,78.0,,,
2020-03-19,Alaska,12.0,,,
2020-03-19,Arizona,47.0,,,
2020-03-19,Arkansas,62.0,,,
2020-03-19,California,1067.0,,,
2020-03-19,Colorado,278.0,,,
2020-03-19,Connecticut,159.0,,,
2020-03-19,Delaware,30.0,,,
2020-03-19,District of Columbia,39.0,,,
2020-03-19,Florida,434.0,,,
2020-03-19,Georgia,282.0,,,
2020-03-19,Guam,12.0,,,
2020-03-19,Hawaii,26.0,,,
2020-03-19,Idaho,23.0,,,
2020-03-19,Illinois,420.0,,,
2020-03-19,Indiana,56.0,,,
2020-03-19,Iowa,44.0,,,
2020-03-19,Kansas,35.0,,,
2020-03-19,Kentucky,47.0,,,
2020-03-19,Louisiana,392.0,,,
2020-03-19,Maine,52.0,,,
2020-03-19,Maryland,108.0,,,
2020-03-19,Massachusetts,328.0,,,
2020-03-19,Michigan,334.0,,,
2020-03-19,Minnesota,89.0,,,
2020-03-19,Mississippi,50.0,,,
2020-03-19,Missouri,35.0,,,
2020-03-19,Montana,19.0,,,
2020-03-19,Nebraska,47.0,,,
2020-03-19,Nevada,99.0,,,
2020-03-19,New Hampshire,44.0,,,
2020-03-19,New Jersey,735.0,,,
2020-03-19,New Mexico,35.0,,,
2020-03-19,New York,4152.0,,,
2020-03-19,North Carolina,104.0,,,
2020-03-19,North Dakota,19.0,,,
2020-03-19,Ohio,120.0,,,
2020-03-19,Oklahoma,44.0,,,
2020-03-19,Oregon,87.0,,,
2020-03-19,Pennsylvania,187.0,,,
2020-03-19,Puerto Rico,6.0,,,
2020-03-19,Rhode Island,44.0,,,
2020-03-19,South Carolina,81.0,,,
2020-03-19,South Dakota,14.0,,,
2020-03-19,Tennessee,155.0,,,
2020-03-19,Texas,248.0,,,
2020-03-19,Utah,80.0,,,
2020-03-19,Vermont,22.0,,,
2020-03-19,Virgin Islands,3.0,,,
2020-03-19,Virginia,94.0,,,
2020-03-19,Washington,1228.0,,,
2020-03-19,West Virginia,5.0,,,
2020-03-19,Wisconsin,155.0,,,
2020-03-19,Wyoming,18.0,,,
2020-03-20,Alabama,106.0,,,
2020-03-20,Alaska,14.0,,,
2020-03-20,Arizona,70.0,,,
2020-03-20,Arkansas,100.0,,,
2020-03-20,California,1283.0,,,
2020-03-20,Colorado,364.0,,,
2020-03-20,Connecticut,194.0,,,
2020-03-20,Delaware,39.0,,,
2020-03-20,District of Columbia,71.0,,,
2020-03-20,Florida,564.0,,,
2020-03-20,Georgia,482.0,,,
2020-03-20,Guam,14.0,,,
2020-03-20,Hawaii,37.0,,,
2020-03-20,Idaho,31.0,,,
2020-03-20,Illinois,583.0,,,
2020-03-20,Indiana,79.0,,,
2020-03-20,Iowa,45.0,,,
2020-03-20,Kansas,49.0,,,
2020-03-20,Kentucky,63.0,,,
2020-03-20,Louisiana,537.0,,,
2020-03-20,Maine,57.0,,,
2020-03-20,Maryland,150.0,,,
2020-03-20,Massachusetts,413.0,,,
2020-03-20,Michigan,548.0,,,
2020-03-20,Minnesota,115.0,,,
2020-03-20,Mississippi,80.0,,,
2020-03-20,Missouri,73.0,,,
2020-03-20,Montana,19.0,,,
2020-03-20,Nebraska,53.0,,,
2020-03-20,Nevada,165.0,,,
2020-03-20,New Hampshire,55.0,,,
2020-03-20,New Jersey,896.0,,,
2020-03-20,New Mexico,43.0,,,
2020-03-20,New York,7102.0,,,
2020-03-20,North Carolina,144.0,,,
2020-03-20,North Dakota,27.0,,,
2020-03-20,Ohio,169.0,,,
2020-03-20,Oklahoma,49.0,,,
2020-03-20,Oregon,114.0,,,
2020-03-20,Pennsylvania,269.0,,,
2020-03-20,Puerto Rico,14.0,,,
2020-03-20,Rhode Island,44.0,,,
2020-03-20,South Carolina,126.0,,,
2020-03-20,South Dakota,14.0,,,
2020-03-20,Tennessee,237.0,,,
2020-03-20,Texas,377.0,,,
2020-03-20,Utah,112.0,,,
2020-03-20,Vermont,29.0,,,
2020-03-20,Virgin Islands,6.0,,,
2020-03-20,Virginia,115.0,,,
2020-03-20,Washington,1404.0,,,
2020-03-20,West Virginia,8.0,,,
2020-03-20,Wisconsin,216.0,,,
2020-03-20,Wyoming,22.0,,,
2020-03-21,Alabama,131.0,,,
2020-03-21,Alaska,21.0,,,
2020-03-21,Arizona,104.0,,,
2020-03-21,Arkansas,118.0,,,
2020-03-21,California,1544.0,,,
2020-03-21,Colorado,475.0,,,
2020-03-21,Connecticut,223.0,,,
2020-03-21,Delaware,45.0,,,
2020-03-21,District of Columbia,77.0,,,
2020-03-21,Florida,764.0,,,
2020-03-21,Georgia,552.0,,,
2020-03-21,Guam,15.0,,,
2020-03-21,Hawaii,48.0,,,
2020-03-21,Idaho,42.0,,,
2020-03-21,Illinois,751.0,,,
2020-03-21,Indiana,126.0,,,
2020-03-21,Iowa,68.0,,,
2020-03-21,Kansas,57.0,,,
2020-03-21,Kentucky,84.0,,,
2020-03-21,Louisiana,763.0,,,
2020-03-21,Maine,70.0,,,
2020-03-21,Maryland,195.0,,,
2020-03-21,Massachusetts,525.0,,,
2020-03-21,Michigan,787.0,,,
2020-03-21,Minnesota,138.0,,,
2020-03-21,Mississippi,140.0,,,
2020-03-21,Missouri,93.0,,,
2020-03-21,Montana,29.0,,,
2020-03-21,Nebraska,61.0,,,
2020-03-21,Nevada,165.0,,,
2020-03-21,New Hampshire,65.0,,,
2020-03-21,New Jersey,1336.0,,,
2020-03-21,New Mexico,57.0,,,
2020-03-21,New York,10356.0,,,
2020-03-21,North Carolina,184.0,,,
2020-03-21,North Dakota,28.0,,,
2020-03-21,Ohio,247.0,,,
2020-03-21,Oklahoma,53.0,,,
2020-03-21,Oregon,137.0,,,
2020-03-21,Pennsylvania,388.0,,,
2020-03-21,Puerto Rico,21.0,,,
2020-03-21,Rhode Island,66.0,,,
2020-03-21,South Carolina,172.0,,,
2020-03-21,South Dakota,14.0,,,
2020-03-21,Tennessee,312.0,,,
2020-03-21,Texas,547.0,,,
2020-03-21,Utah,138.0,,,
2020-03-21,Vermont,49.0,,,
2020-03-21,Virgin Islands,6.0,,,
2020-03-21,Virginia,152.0,,,
2020-03-21,Washington,1655.0,,,
2020-03-21,West Virginia,12.0,,,
2020-03-21,Wisconsin,281.0,,,
2020-03-21,Wyoming,24.0,,,
2020-03-22,Alabama,157.0,,,
2020-03-22,Alaska,22.0,,,
2020-03-22,Arizona,153.0,,,
2020-03-22,Arkansas,165.0,,,
2020-03-22,California,1851.0,,,
2020-03-22,Colorado,591.0,,,
2020-03-22,Connecticut,327.0,,,
2020-03-22,Delaware,56.0,,,
2020-03-22,District of Columbia,98.0,,,
2020-03-22,Florida,1000.0,,,
2020-03-22,Georgia,620.0,,,
2020-03-22,Guam,27.0,,,
2020-03-22,Hawaii,56.0,,,
2020-03-22,Idaho,47.0,,,
2020-03-22,Illinois,1047.0,,,
2020-03-22,Indiana,201.0,,,
2020-03-22,Iowa,90.0,,,
2020-03-22,Kansas,66.0,,,
2020-03-22,Kentucky,103.0,,,
2020-03-22,Louisiana,837.0,,,
2020-03-22,Maine,89.0,,,
2020-03-22,Maryland,245.0,,,
2020-03-22,Massachusetts,646.0,,,
2020-03-22,Michigan,1033.0,,,
2020-03-22,Minnesota,171.0,,,
2020-03-22,Mississippi,207.0,,,
2020-03-22,Missouri,130.0,,,
2020-03-22,Montana,34.0,,,
2020-03-22,Nebraska,62.0,,,
2020-03-22,Nevada,190.0,,,
2020-03-22,New Hampshire,78.0,,,
2020-03-22,New Jersey,1914.0,,,
2020-03-22,New Mexico,65.0,,,
2020-03-22,New York,15168.0,,,
2020-03-22,North Carolina,269.0,,,
2020-03-22,North Dakota,30.0,,,
2020-03-22,Ohio,351.0,,,
2020-03-22,Oklahoma,67.0,,,
2020-03-22,Oregon,161.0,,,
2020-03-22,Pennsylvania,504.0,,,
2020-03-22,Puerto Rico,23.0,,,
2020-03-22,Rhode Island,83.0,,,
2020-03-22,South Carolina,194.0,,,
2020-03-22,South Dakota,21.0,,,
2020-03-22,Tennessee,424.0,,,
2020-03-22,Texas,632.0,,,
2020-03-22,Utah,182.0,,,
2020-03-22,Vermont,52.0,,,
2020-03-22,Virgin Islands,17.0,,,
2020-03-22,Virginia,219.0,,,
2020-03-22,Washington,1844.0,,,
2020-03-22,West Virginia,16.0,,,
2020-03-22,Wisconsin,382.0,,,
2020-03-22,Wyoming,26.0,,,
2020-03-23,Alabama,196.0,,,
2020-03-23,Alaska,36.0,,,
2020-03-23,Arizona,234.0,,,
2020-03-23,Arkansas,201.0,,,
2020-03-23,California,2240.0,,,
2020-03-23,Colorado,721.0,,,
2020-03-23,Connecticut,415.0,,,
2020-03-23,Delaware,87.0,,,
2020-03-23,District of Columbia,116.0,,,
2020-03-23,Florida,1222.0,,,
2020-03-23,Georgia,800.0,,,
2020-03-23,Guam,29.0,,,
2020-03-23,Hawaii,77.0,,,
2020-03-23,Idaho,50.0,,,
2020-03-23,Illinois,1285.0,,,
2020-03-23,Indiana,259.0,,,
2020-03-23,Iowa,105.0,,,
2020-03-23,Kansas,82.0,,,
2020-03-23,Kentucky,124.0,,,
2020-03-23,Louisiana,1172.0,,,
2020-03-23,Maine,107.0,,,
2020-03-23,Maryland,290.0,,,
2020-03-23,Massachusetts,777.0,,,
2020-03-23,Michigan,1324.0,,,
2020-03-23,Minnesota,235.0,,,
2020-03-23,Mississippi,249.0,,,
2020-03-23,Missouri,183.0,,,
2020-03-23,Montana,45.0,,,
2020-03-23,Nebraska,73.0,,,
2020-03-23,Nevada,265.0,,,
2020-03-23,New Hampshire,101.0,,,
2020-03-23,New Jersey,2844.0,,,
2020-03-23,New Mexico,83.0,,,
2020-03-23,New York,20875.0,,,
2020-03-23,North Carolina,303.0,,,
2020-03-23,North Dakota,32.0,,,
2020-03-23,Ohio,444.0,,,
2020-03-23,Oklahoma,81.0,,,
2020-03-23,Oregon,191.0,,,
2020-03-23,Pennsylvania,644.0,,,
2020-03-23,Puerto Rico,31.0,,,
2020-03-23,Rhode Island,106.0,,,
2020-03-23,South Carolina,299.0,,,
2020-03-23,South Dakota,28.0,,,
2020-03-23,Tennessee,522.0,,,
2020-03-23,Texas,728.0,,,
2020-03-23,Utah,257.0,,,
2020-03-23,Vermont,75.0,,,
2020-03-23,Virgin Islands,17.0,,,
2020-03-23,Virginia,254.0,,,
2020-03-23,Washington,2101.0,,,
2020-03-23,West Virginia,16.0,,,
2020-03-23,Wisconsin,418.0,,,
2020-03-23,Wyoming,28.0,,,
2020-03-24,Alabama,242.0,,,
2020-03-24,Alaska,42.0,,,
2020-03-24,Arizona,326.0,,,
2020-03-24,Arkansas,232.0,,,
2020-03-24,California,2644.0,,,
2020-03-24,Colorado,912.0,,,
2020-03-24,Connecticut,618.0,,,
2020-03-24,Delaware,104.0,,,
2020-03-24,District of Columbia,137.0,,,
2020-03-24,Florida,1467.0,,,
2020-03-24,Georgia,1097.0,,,
2020-03-24,Guam,32.0,,,
2020-03-24,Hawaii,90.0,,,
2020-03-24,Idaho,73.0,,,
2020-03-24,Illinois,1535.0,,,
2020-03-24,Indiana,366.0,,,
2020-03-24,Iowa,124.0,,,
2020-03-24,Kansas,99.0,,,
2020-03-24,Kentucky,157.0,,,
2020-03-24,Louisiana,1388.0,,,
2020-03-24,Maine,118.0,,,
2020-03-24,Maryland,349.0,,,
2020-03-24,Massachusetts,1159.0,,,
2020-03-24,Michigan,1791.0,,,
2020-03-24,Minnesota,262.0,,,
2020-03-24,Mississippi,320.0,,,
2020-03-24,Missouri,255.0,,,
2020-03-24,Montana,51.0,,,
2020-03-24,Nebraska,77.0,,,
2020-03-24,Nevada,315.0,,,
2020-03-24,New Hampshire,108.0,,,
2020-03-24,New Jersey,3675.0,,,
2020-03-24,New Mexico,100.0,,,
2020-03-24,New York,25665.0,,,
2020-03-24,North Carolina,399.0,,,
2020-03-24,North Dakota,36.0,,,
2020-03-24,Ohio,564.0,,,
2020-03-24,Oklahoma,106.0,,,
2020-03-24,Oregon,209.0,,,
2020-03-24,Pennsylvania,851.0,,,
2020-03-24,Puerto Rico,39.0,,,
2020-03-24,Rhode Island,124.0,,,
2020-03-24,South Carolina,342.0,,,
2020-03-24,South Dakota,30.0,,,
2020-03-24,Tennessee,679.0,,,
2020-03-24,Texas,857.0,,,
2020-03-24,Utah,298.0,,,
2020-03-24,Vermont,95.0,,,
2020-03-24,Virgin Islands,17.0,,,
2020-03-24,Virginia,290.0,,,
2020-03-24,Washington,2469.0,,,
2020-03-24,West Virginia,39.0,,,
2020-03-24,Wisconsin,481.0,,,
2020-03-24,Wyoming,37.0,,,
2020-03-25,Alabama,386.0,,,
2020-03-25,Alaska,59.0,,,
2020-03-25,Arizona,402.0,,,
2020-03-25,Arkansas,308.0,,,
2020-03-25,California,3183.0,,,
2020-03-25,Colorado,1086.0,,,
2020-03-25,Connecticut,875.0,,,
2020-03-25,Delaware,119.0,,,
2020-03-25,District of Columbia,183.0,,,
2020-03-25,Florida,1965.0,,,
2020-03-25,Georgia,1387.0,,,
2020-03-25,Guam,32.0,,,
2020-03-25,Hawaii,95.0,,,
2020-03-25,Idaho,123.0,,,
2020-03-25,Illinois,1875.0,,,
2020-03-25,Indiana,479.0,,,
2020-03-25,Iowa,145.0,,,
2020-03-25,Kansas,132.0,,,
2020-03-25,Kentucky,198.0,,,
2020-03-25,Louisiana,1795.0,,,
2020-03-25,Maine,142.0,,,
2020-03-25,Maryland,423.0,,,
2020-03-25,Massachusetts,1838.0,,,
2020-03-25,Michigan,2294.0,,,
2020-03-25,Minnesota,287.0,,,
2020-03-25,Mississippi,377.0,,,
2020-03-25,Missouri,377.0,,,
2020-03-25,Montana,65.0,,,
2020-03-25,Nebraska,84.0,,,
2020-03-25,Nevada,405.0,,,
2020-03-25,New Hampshire,137.0,,,
2020-03-25,New Jersey,4402.0,,,
2020-03-25,New Mexico,112.0,,,
2020-03-25,New York,33066.0,,,
2020-03-25,North Carolina,563.0,,,
2020-03-25,North Dakota,45.0,,,
2020-03-25,Ohio,706.0,,,
2020-03-25,Oklahoma,164.0,,,
2020-03-25,Oregon,266.0,,,
2020-03-25,Pennsylvania,1151.0,,,
2020-03-25,Puerto Rico,51.0,,,
2020-03-25,Rhode Island,132.0,,,
2020-03-25,South Carolina,424.0,,,
2020-03-25,South Dakota,41.0,,,
2020-03-25,Tennessee,806.0,,,
2020-03-25,Texas,1119.0,,,
2020-03-25,Utah,346.0,,,
2020-03-25,Vermont,123.0,,,
2020-03-25,Virgin Islands,17.0,,,
2020-03-25,Virginia,391.0,,,
2020-03-25,Washington,2585.0,,,
2020-03-25,West Virginia,51.0,,,
2020-03-25,Wisconsin,623.0,,,
2020-03-25,Wyoming,49.0,,,
2020-03-26,Alabama,538.0,,,
2020-03-26,Alaska,69.0,,,
2020-03-26,Arizona,508.0,,,
2020-03-26,Arkansas,351.0,,,
2020-03-26,California,4060.0,,,
2020-03-26,Colorado,1432.0,,,
2020-03-26,Connecticut,1012.0,,,
2020-03-26,Delaware,143.0,,,
2020-03-26,District of Columbia,231.0,,,
2020-03-26,Florida,2477.0,,,
2020-03-26,Georgia,1643.0,,,
2020-03-26,Guam,49.0,,,
2020-03-26,Hawaii,106.0,,,
2020-03-26,Idaho,189.0,,,
2020-03-26,Illinois,2538.0,,,
2020-03-26,Indiana,656.0,,,
2020-03-26,Iowa,179.0,,,
2020-03-26,Kansas,171.0,,,
2020-03-26,Kentucky,248.0,,,
2020-03-26,Louisiana,2305.0,,,
2020-03-26,Maine,155.0,,,
2020-03-26,Maryland,581.0,,,
2020-03-26,Massachusetts,2417.0,,,
2020-03-26,Michigan,2878.0,,,
2020-03-26,Minnesota,346.0,,,
2020-03-26,Mississippi,487.0,,,
2020-03-26,Missouri,507.0,,,
2020-03-26,Montana,90.0,,,
2020-03-26,Nebraska,92.0,,,
2020-03-26,Nevada,535.0,,,
2020-03-26,New Hampshire,158.0,,,
2020-03-26,New Jersey,6876.0,,,
2020-03-26,New Mexico,136.0,,,
2020-03-26,New York,38987.0,,,
2020-03-26,North Carolina,638.0,,,
2020-03-26,North Dakota,58.0,,,
2020-03-26,Ohio,867.0,,,
2020-03-26,Oklahoma,248.0,,,
2020-03-26,Oregon,316.0,,,
2020-03-26,Pennsylvania,1690.0,,,
2020-03-26,Puerto Rico,64.0,,,
2020-03-26,Rhode Island,165.0,,,
2020-03-26,South Carolina,456.0,,,
2020-03-26,South Dakota,46.0,,,
2020-03-26,Tennessee,981.0,,,
2020-03-26,Texas,1543.0,,,
2020-03-26,Utah,402.0,,,
2020-03-26,Vermont,158.0,,,
2020-03-26,Virgin Islands,17.0,,,
2020-03-26,Virginia,604.0,,,
2020-03-26,Washington,3208.0,,,
2020-03-26,West Virginia,76.0,,,
2020-03-26,Wisconsin,754.0,,,
2020-03-26,Wyoming,56.0,,,
2020-03-27,Alabama,639.0,,,
2020-03-27,Alaska,85.0,,,
2020-03-27,Arizona,665.0,,,
2020-03-27,Arkansas,386.0,,,
2020-03-27,California,4914.0,,,
2020-03-27,Colorado,1735.0,,,
2020-03-27,Connecticut,1291.0,,,
2020-03-27,Delaware,165.0,,,
2020-03-27,District of Columbia,267.0,,,
2020-03-27,Florida,3198.0,,,
2020-03-27,Georgia,2198.0,,,
2020-03-27,Guam,53.0,,,
2020-03-27,Hawaii,120.0,,,
2020-03-27,Idaho,231.0,,,
2020-03-27,Illinois,3029.0,,,
2020-03-27,Indiana,982.0,,,
2020-03-27,Iowa,235.0,,,
2020-03-27,Kansas,212.0,,,
2020-03-27,Kentucky,302.0,,,
2020-03-27,Louisiana,2746.0,,,
2020-03-27,Maine,168.0,,,
2020-03-27,Maryland,775.0,,,
2020-03-27,Massachusetts,3240.0,,,
2020-03-27,Michigan,3657.0,,,
2020-03-27,Minnesota,398.0,,,
2020-03-27,Mississippi,579.0,,,
2020-03-27,Missouri,671.0,,,
2020-03-27,Montana,121.0,,,
2020-03-27,Nebraska,100.0,,,
2020-03-27,Nevada,621.0,,,
2020-03-27,New Hampshire,187.0,,,
2020-03-27,New Jersey,8825.0,,,
2020-03-27,New Mexico,191.0,,,
2020-03-27,New York,44635.0,,,
2020-03-27,North Carolina,783.0,,,
2020-03-27,North Dakota,68.0,,,
2020-03-27,Ohio,1144.0,,,
2020-03-27,Oklahoma,322.0,,,
2020-03-27,Oregon,414.0,,,
2020-03-27,Pennsylvania,2218.0,,,
2020-03-27,Puerto Rico,79.0,,,
2020-03-27,Rhode Island,203.0,,,
2020-03-27,South Carolina,539.0,,,
2020-03-27,South Dakota,58.0,,,
2020-03-27,Tennessee,1180.0,,,
2020-03-27,Texas,1942.0,,,
2020-03-27,Utah,480.0,,,
2020-03-27,Vermont,184.0,,,
2020-03-27,Virgin Islands,19.0,,,
2020-03-27,Virginia,606.0,,,
2020-03-27,Washington,3770.0,,,
2020-03-27,West Virginia,96.0,,,
2020-03-27,Wisconsin,930.0,,,
2020-03-27,Wyoming,73.0,,,
2020-03-28,Alabama,720.0,,,
2020-03-28,Alaska,102.0,,,
2020-03-28,Arizona,773.0,,,
2020-03-28,Arkansas,409.0,,,
2020-03-28,California,5565.0,,,
2020-03-28,Colorado,2061.0,,,
2020-03-28,Connecticut,1524.0,,,
2020-03-28,Delaware,214.0,,,
2020-03-28,District of Columbia,304.0,,,
2020-03-28,Florida,4038.0,,,
2020-03-28,Georgia,2447.0,,,
2020-03-28,Guam,57.0,,,
2020-03-28,Hawaii,151.0,,,
2020-03-28,Idaho,261.0,,,
2020-03-28,Illinois,3547.0,,,
2020-03-28,Indiana,1232.0,,,
2020-03-28,Iowa,298.0,,,
2020-03-28,Kansas,271.0,,,
2020-03-28,Kentucky,394.0,,,
2020-03-28,Louisiana,3315.0,,,
2020-03-28,Maine,211.0,,,
2020-03-28,Maryland,1066.0,,,
2020-03-28,Massachusetts,4257.0,,,
2020-03-28,Michigan,4635.0,,,
2020-03-28,Minnesota,441.0,,,
2020-03-28,Mississippi,669.0,,,
2020-03-28,Missouri,838.0,,,
2020-03-28,Montana,147.0,,,
2020-03-28,Nebraska,122.0,,,
2020-03-28,Nevada,738.0,,,
2020-03-28,New Hampshire,214.0,,,
2020-03-28,New Jersey,11124.0,,,
2020-03-28,New Mexico,208.0,,,
2020-03-28,New York,53363.0,,,
2020-03-28,North Carolina,972.0,,,
2020-03-28,North Dakota,94.0,,,
2020-03-28,Northern Mariana Islands,2.0,,,
2020-03-28,Ohio,1406.0,,,
2020-03-28,Oklahoma,377.0,,,
2020-03-28,Oregon,479.0,,,
2020-03-28,Pennsylvania,2815.0,,,
2020-03-28,Puerto Rico,100.0,,,
2020-03-28,Rhode Island,239.0,,,
2020-03-28,South Carolina,660.0,,,
2020-03-28,South Dakota,68.0,,,
2020-03-28,Tennessee,1364.0,,,
2020-03-28,Texas,2161.0,,,
2020-03-28,Utah,608.0,,,
2020-03-28,Vermont,211.0,,,
2020-03-28,Virgin Islands,19.0,,,
2020-03-28,Virginia,740.0,,,
2020-03-28,Washington,4311.0,,,
2020-03-28,West Virginia,113.0,,,
2020-03-28,Wisconsin,1042.0,,,
2020-03-28,Wyoming,84.0,,,
2020-03-29,Alabama,830.0,,,
2020-03-29,Alaska,114.0,,,
2020-03-29,Arizona,929.0,,,
2020-03-29,Arkansas,449.0,,,
2020-03-29,California,6266.0,,,
2020-03-29,Colorado,2315.0,,,
2020-03-29,Connecticut,1993.0,,,
2020-03-29,Delaware,232.0,,,
2020-03-29,District of Columbia,342.0,,,
2020-03-29,Florida,4942.0,,,
2020-03-29,Georgia,2683.0,,,
2020-03-29,Guam,58.0,,,
2020-03-29,Hawaii,175.0,,,
2020-03-29,Idaho,310.0,,,
2020-03-29,Illinois,4613.0,,,
2020-03-29,Indiana,1514.0,,,
2020-03-29,Iowa,336.0,,,
2020-03-29,Kansas,332.0,,,
2020-03-29,Kentucky,439.0,,,
2020-03-29,Louisiana,3540.0,,,
2020-03-29,Maine,253.0,,,
2020-03-29,Maryland,1244.0,,,
2020-03-29,Massachusetts,4955.0,,,
2020-03-29,Michigan,5486.0,,,
2020-03-29,Minnesota,504.0,,,
2020-03-29,Mississippi,759.0,,,
2020-03-29,Missouri,903.0,,,
2020-03-29,Montana,161.0,,,
2020-03-29,Nebraska,137.0,,,
2020-03-29,Nevada,920.0,,,
2020-03-29,New Hampshire,258.0,,,
2020-03-29,New Jersey,13386.0,,,
2020-03-29,New Mexico,237.0,,,
2020-03-29,New York,59568.0,,,
2020-03-29,North Carolina,1167.0,,,
2020-03-29,North Dakota,98.0,,,
2020-03-29,Northern Mariana Islands,2.0,,,
2020-03-29,Ohio,1665.0,,,
2020-03-29,Oklahoma,429.0,,,
2020-03-29,Oregon,548.0,,,
2020-03-29,Pennsylvania,3441.0,,,
2020-03-29,Puerto Rico,127.0,,,
2020-03-29,Rhode Island,294.0,,,
2020-03-29,South Carolina,774.0,,,
2020-03-29,South Dakota,90.0,,,
2020-03-29,Tennessee,1570.0,,,
2020-03-29,Texas,2712.0,,,
2020-03-29,Utah,719.0,,,
2020-03-29,Vermont,235.0,,,
2020-03-29,Virgin Islands,23.0,,,
2020-03-29,Virginia,890.0,,,
2020-03-29,Washington,4896.0,,,
